fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality=3,quality=4,quality=5,quality=6,quality=7,quality=8
0.157,0.354,0.070,0.065,0.103,0.208,0.156,0.007,0.160,0.095,0.074,0,0,1,0,0,0
0.226,0.304,0.170,0.090,0.098,0.139,0.232,0.006,0.115,0.060,0.060,0,0,1,0,0,0
0.195,0.259,0.060,0.052,0.101,0.111,0.114,0.006,0.152,0.075,0.094,0,0,0,1,0,0
0.170,0.342,0.000,0.071,0.118,0.069,0.059,0.008,0.217,0.315,0.101,0,0,0,1,0,0
0.390,0.127,0.440,0.045,0.083,0.208,0.107,0.008,0.120,0.225,0.107,0,0,0,1,0,0
0.157,0.304,0.000,0.058,0.101,0.208,0.097,0.007,0.182,0.185,0.101,0,0,0,1,0,0
0.409,0.146,0.480,0.142,0.128,0.056,0.052,0.008,0.107,0.100,0.141,0,0,1,0,0,0
0.195,0.415,0.420,0.065,0.131,0.097,0.277,0.006,0.122,0.130,0.074,0,0,1,0,0,0
0.157,0.304,0.000,0.058,0.101,0.208,0.097,0.007,0.182,0.185,0.101,0,0,0,1,0,0
0.214,0.285,0.230,0.148,0.100,0.222,0.391,0.007,0.130,0.120,0.060,0,0,1,0,0,0
0.302,0.139,0.370,0.084,0.103,0.056,0.024,0.008,0.120,0.145,0.054,0,0,1,0,0,0
0.126,0.364,0.000,0.077,0.103,0.153,0.173,0.007,0.187,0.170,0.054,0,0,1,0,0,0
0.195,0.184,0.760,0.058,0.980,0.097,0.135,0.007,0.080,0.465,0.067,0,0,1,0,0,0
0.340,0.120,0.470,0.110,0.119,0.181,0.093,0.010,0.155,0.235,0.141,0,0,0,0,1,0
0.208,0.133,0.230,0.052,0.106,0.236,0.135,0.006,0.137,0.160,0.060,0,0,1,0,0,0
0.151,0.541,0.040,0.071,0.123,0.153,0.211,0.006,0.152,0.135,0.067,0,1,0,0,0,0
0.214,0.253,0.030,0.052,0.095,0.125,0.100,0.006,0.150,0.120,0.107,0,0,1,0,0,0
0.208,0.158,0.230,0.058,0.106,0.306,0.149,0.006,0.135,0.170,0.060,0,0,1,0,0,0
0.497,0.278,0.490,0.097,0.085,0.056,0.073,0.010,0.085,0.270,0.168,0,0,1,0,0,0
0.453,0.089,0.520,0.058,0.097,0.069,0.014,0.007,0.115,0.195,0.121,0,0,0,0,1,0
0.220,0.475,0.000,0.155,0.137,0.347,0.190,0.010,0.214,0.195,0.094,0,1,0,0,0,0
0.208,0.146,0.460,0.174,0.108,0.194,0.107,0.007,0.152,0.265,0.295,0,0,0,0,0,1
0.145,0.266,0.040,0.135,0.106,0.083,0.073,0.009,0.237,0.290,0.067,0,0,0,1,0,0
0.434,0.038,0.510,0.200,0.151,0.042,0.059,0.009,0.135,0.320,0.114,0,0,0,1,0,0
0.208,0.269,0.060,0.200,0.123,0.361,0.190,0.006,0.155,0.170,0.154,0,0,0,1,0,0
0.434,0.038,0.510,0.200,0.151,0.042,0.059,0.009,0.135,0.320,0.114,0,0,0,1,0,0
0.396,0.158,0.580,0.200,0.097,0.222,0.204,0.009,0.120,0.225,0.114,0,0,1,0,0,0
0.239,0.377,0.200,0.097,0.105,0.125,0.111,0.007,0.142,0.155,0.067,0,0,1,0,0,0
0.182,0.335,0.180,0.394,0.124,0.361,0.304,0.009,0.160,0.220,0.067,0,0,1,0,0,0
0.208,0.269,0.060,0.200,0.123,0.361,0.190,0.006,0.155,0.170,0.154,0,0,0,1,0,0
0.145,0.266,0.040,0.135,0.106,0.083,0.073,0.009,0.237,0.290,0.067,0,0,0,1,0,0
0.434,0.038,0.510,0.200,0.151,0.042,0.059,0.009,0.135,0.320,0.114,0,0,0,1,0,0
0.358,0.127,0.450,0.355,0.100,0.056,0.024,0.008,0.122,0.245,0.282,0,0,0,0,0,1
0.270,0.177,0.320,0.303,0.123,0.125,0.142,0.009,0.160,0.220,0.141,0,0,0,0,1,0
0.428,0.089,0.440,0.174,0.097,0.069,0.045,0.008,0.095,0.245,0.060,0,0,0,1,0,0
0.195,0.095,0.680,0.168,0.566,0.056,0.014,0.007,0.127,0.375,0.101,0,0,0,0,1,0
0.189,0.253,0.120,0.135,0.090,0.153,0.163,0.007,0.155,0.120,0.047,0,0,1,0,0,0
0.270,0.177,0.320,0.303,0.123,0.125,0.142,0.009,0.160,0.220,0.141,0,0,0,0,1,0
0.333,0.297,0.070,0.161,0.147,0.431,0.225,0.010,0.142,0.190,0.094,0,0,1,0,0,0
0.333,0.297,0.070,0.161,0.147,0.431,0.225,0.010,0.142,0.190,0.094,0,0,1,0,0,0
0.465,0.209,0.550,0.071,0.100,0.333,0.149,0.010,0.090,0.215,0.128,0,0,0,1,0,0
0.182,0.177,0.120,0.135,0.131,0.389,0.163,0.007,0.157,0.185,0.128,0,0,0,1,0,0
0.258,0.253,0.090,0.103,0.129,0.264,0.149,0.008,0.150,0.265,0.148,0,0,0,0,1,0
0.440,0.190,0.530,0.155,0.152,0.444,0.318,0.011,0.115,0.310,0.054,0,0,1,0,0,0
0.258,0.253,0.090,0.103,0.129,0.264,0.149,0.008,0.150,0.265,0.148,0,0,0,0,1,0
0.403,0.051,0.480,0.071,0.542,0.069,0.042,0.008,0.140,0.190,0.141,0,0,1,0,0,0
0.365,0.272,0.230,0.116,0.129,0.236,0.145,0.009,0.120,0.155,0.128,0,0,0,1,0,0
0.145,0.152,0.250,0.097,0.141,0.056,0.035,0.006,0.167,0.135,0.114,0,0,0,1,0,0
0.547,0.139,0.520,0.148,0.134,0.222,0.163,0.011,0.077,0.240,0.074,0,0,0,1,0,0
0.390,0.241,0.460,0.103,0.100,0.056,0.073,0.010,0.077,0.155,0.074,0,0,1,0,0,0
0.377,0.449,0.370,0.110,0.121,0.347,0.221,0.008,0.105,0.095,0.101,0,0,1,0,0,0
0.157,0.323,0.060,0.071,0.116,0.097,0.080,0.008,0.232,0.200,0.081,0,0,1,0,0,0
0.164,0.335,0.020,0.090,0.134,0.056,0.087,0.009,0.232,0.235,0.087,0,0,1,0,0,0
0.145,0.348,0.060,0.077,0.111,0.097,0.093,0.008,0.234,0.190,0.081,0,0,1,0,0,0
0.182,0.259,0.060,0.110,0.121,0.264,0.131,0.006,0.160,0.130,0.154,0,0,0,1,0,0
0.409,0.038,0.480,0.039,0.092,0.083,0.031,0.007,0.120,0.155,0.114,0,0,0,1,0,0
0.233,0.370,0.120,0.110,0.131,0.153,0.076,0.009,0.192,0.195,0.107,0,0,1,0,0,0
0.176,0.348,0.120,0.045,0.285,0.056,0.052,0.006,0.162,0.105,0.074,0,0,1,0,0,0
0.239,0.335,0.600,0.077,0.164,0.153,0.291,0.007,0.115,0.095,0.054,0,0,1,0,0,0
0.358,0.259,0.480,0.103,0.083,0.069,0.066,0.010,0.095,0.130,0.060,0,0,0,1,0,0
0.189,0.316,0.320,0.084,0.115,0.083,0.166,0.007,0.155,0.095,0.067,0,0,1,0,0,0
0.358,0.184,0.420,0.097,0.329,0.069,0.028,0.009,0.112,0.145,0.074,0,0,0,1,0,0
0.358,0.196,0.440,0.097,0.331,0.056,0.021,0.009,0.112,0.150,0.074,0,0,0,1,0,0
0.176,0.108,0.380,0.052,0.082,0.111,0.083,0.007,0.167,0.100,0.074,0,0,0,1,0,0
0.358,0.259,0.480,0.103,0.083,0.069,0.066,0.010,0.095,0.130,0.060,0,0,0,1,0,0
0.208,0.259,0.240,0.071,0.098,0.194,0.343,0.006,0.132,0.105,0.067,0,0,0,1,0,0
0.277,0.215,0.310,0.123,0.133,0.250,0.318,0.008,0.145,0.150,0.074,0,0,0,1,0,0
0.252,0.222,0.300,0.135,0.105,0.403,0.446,0.008,0.140,0.100,0.067,0,0,1,0,0,0
0.176,0.152,0.290,0.110,0.123,0.347,0.228,0.006,0.162,0.175,0.174,0,0,1,0,0,0
0.157,0.146,0.290,0.103,0.137,0.264,0.163,0.006,0.170,0.160,0.174,0,0,0,1,0,0
0.314,0.278,0.230,0.161,0.147,0.500,0.298,0.009,0.140,0.160,0.114,0,0,1,0,0,0
0.314,0.411,0.120,0.129,0.115,0.403,0.235,0.009,0.140,0.155,0.134,0,0,0,1,0,0
0.327,0.342,0.390,0.148,0.116,0.278,0.183,0.009,0.157,0.190,0.208,0,0,0,0,1,0
0.314,0.411,0.120,0.129,0.115,0.403,0.235,0.009,0.140,0.155,0.134,0,0,0,1,0,0
0.327,0.342,0.390,0.148,0.116,0.278,0.183,0.009,0.157,0.190,0.208,0,0,0,0,1,0
0.296,0.310,0.260,0.161,0.128,0.333,0.280,0.010,0.125,0.145,0.087,0,0,1,0,0,0
0.201,0.316,0.050,0.090,0.110,0.069,0.042,0.007,0.137,0.150,0.060,0,0,1,0,0,0
0.358,0.297,0.420,0.123,0.128,0.472,0.232,0.009,0.135,0.185,0.074,0,0,0,1,0,0
0.340,0.234,0.200,0.652,0.097,0.167,0.152,0.011,0.105,0.180,0.054,0,0,0,1,0,0
0.340,0.234,0.200,0.652,0.097,0.167,0.152,0.011,0.105,0.180,0.054,0,0,0,1,0,0
0.440,0.259,0.660,0.177,0.178,0.069,0.028,0.008,0.077,0.205,0.208,0,0,0,0,1,0
0.358,0.203,0.500,0.232,0.155,0.056,0.024,0.008,0.135,0.250,0.208,0,0,1,0,0,0
0.553,0.095,0.620,0.110,0.115,0.069,0.052,0.010,0.105,0.170,0.087,0,0,0,1,0,0
0.384,0.215,0.390,0.071,0.080,0.083,0.031,0.008,0.110,0.145,0.074,0,0,1,0,0,0
0.352,0.152,0.640,0.129,0.180,0.125,0.121,0.008,0.122,0.165,0.275,0,0,0,1,0,0
0.352,0.152,0.640,0.129,0.180,0.125,0.121,0.008,0.122,0.165,0.275,0,0,0,1,0,0
0.214,0.291,0.280,0.148,0.088,0.278,0.374,0.007,0.120,0.105,0.067,0,0,0,1,0,0
0.239,0.278,0.080,0.077,0.152,0.208,0.131,0.006,0.097,0.095,0.174,0,0,1,0,0,0
0.208,0.335,0.010,0.103,0.108,0.222,0.111,0.006,0.150,0.205,0.221,0,0,0,0,1,0
0.459,0.364,0.530,0.161,0.190,0.083,0.052,0.009,0.107,0.255,0.255,0,0,0,0,1,0
0.270,0.196,0.450,0.065,0.065,0.069,0.035,0.005,0.152,0.185,0.275,0,0,0,1,0,0
0.201,0.196,0.320,0.123,0.111,0.389,0.180,0.007,0.142,0.155,0.128,0,0,1,0,0,0
0.491,0.234,0.580,0.135,0.149,0.375,0.322,0.011,0.105,0.335,0.208,0,0,0,1,0,0
0.497,0.101,0.540,0.090,0.115,0.153,0.080,0.010,0.092,0.515,0.094,0,0,0,0,1,0
0.478,0.139,0.500,0.097,0.088,0.125,0.052,0.010,0.095,0.425,0.054,0,0,0,1,0,0
0.377,0.190,0.480,0.116,0.087,0.056,0.042,0.007,0.117,0.270,0.195,0,0,0,1,0,0
0.396,0.171,0.470,0.058,0.173,0.069,0.028,0.008,0.140,0.210,0.094,0,0,0,1,0,0
0.396,0.171,0.470,0.058,0.173,0.069,0.028,0.008,0.140,0.210,0.094,0,0,0,1,0,0
0.459,0.285,0.500,0.110,0.115,0.069,0.090,0.010,0.095,0.225,0.154,0,0,0,1,0,0
0.151,0.358,0.000,0.065,0.090,0.542,0.197,0.008,0.214,0.240,0.101,0,0,1,0,0,0
0.126,0.440,0.020,0.116,0.098,0.222,0.097,0.005,0.209,0.280,0.262,0,0,0,0,1,0
0.579,0.234,0.670,0.135,0.133,0.069,0.031,0.008,0.070,0.300,0.242,0,0,0,1,0,0
0.314,0.278,0.310,0.123,0.126,0.194,0.138,0.008,0.092,0.295,0.107,0,0,0,1,0,0
0.283,0.421,0.000,0.110,0.133,0.139,0.076,0.009,0.155,0.265,0.067,0,0,0,1,0,0
0.384,0.348,0.220,0.116,0.155,0.222,0.097,0.010,0.135,0.325,0.101,0,0,0,1,0,0
0.283,0.427,0.000,0.110,0.137,0.139,0.069,0.009,0.152,0.250,0.067,0,0,0,1,0,0
0.195,0.345,0.000,0.097,0.128,0.097,0.045,0.007,0.132,0.200,0.060,0,0,1,0,0,0
0.560,0.259,0.790,0.252,0.177,0.306,0.246,0.012,0.110,0.220,0.309,0,0,1,0,0,0
0.094,0.057,0.400,0.032,0.088,0.542,0.550,0.001,0.127,0.130,0.235,0,0,0,1,0,0
0.132,0.399,0.010,0.097,0.108,0.222,0.090,0.005,0.202,0.140,0.295,0,0,0,1,0,0
0.434,0.184,0.520,0.135,0.111,0.389,0.170,0.010,0.130,0.275,0.174,0,0,1,0,0,0
0.371,0.190,0.660,0.132,0.170,0.153,0.080,0.007,0.125,0.210,0.221,0,0,0,0,1,0
0.459,0.196,0.660,0.142,0.159,0.125,0.059,0.010,0.102,0.260,0.134,0,0,0,0,1,0
0.503,0.165,0.660,0.110,0.124,0.125,0.121,0.011,0.107,0.175,0.094,0,0,0,1,0,0
0.226,0.367,0.230,0.071,0.142,0.181,0.260,0.007,0.112,0.185,0.067,0,0,1,0,0,0
0.252,0.209,0.310,0.110,0.121,0.278,0.152,0.008,0.157,0.290,0.101,0,0,0,1,0,0
0.459,0.291,0.660,0.103,0.098,0.069,0.107,0.009,0.077,0.115,0.107,0,0,1,0,0,0
0.497,0.215,0.630,0.071,0.097,0.069,0.031,0.009,0.062,0.270,0.121,0,0,1,0,0,0
0.516,0.313,0.660,0.316,0.116,0.083,0.125,0.012,0.082,0.200,0.107,0,0,0,0,1,0
0.340,0.190,0.500,0.161,0.155,0.083,0.052,0.008,0.130,0.300,0.228,0,0,0,1,0,0
0.516,0.313,0.660,0.316,0.116,0.083,0.125,0.012,0.082,0.200,0.107,0,0,0,0,1,0
0.365,0.288,0.610,0.110,0.105,0.139,0.062,0.010,0.105,0.180,0.040,0,0,1,0,0,0
0.358,0.139,0.520,0.123,0.241,0.194,0.239,0.010,0.110,0.155,0.067,0,0,1,0,0,0
0.302,0.095,0.530,0.097,0.101,0.069,0.042,0.006,0.115,0.400,0.242,0,0,0,0,1,0
0.145,0.408,0.020,0.090,0.083,0.472,0.197,0.007,0.207,0.225,0.101,0,0,1,0,0,0
0.208,0.076,0.400,0.045,0.072,0.139,0.066,0.007,0.145,0.270,0.020,0,0,0,1,0,0
0.283,0.101,0.480,0.058,0.090,0.347,0.138,0.007,0.145,0.355,0.148,0,0,0,1,0,0
0.176,0.272,0.220,0.084,0.154,0.153,0.228,0.006,0.077,0.150,0.054,0,0,1,0,0,0
0.591,0.184,0.630,0.187,0.126,0.069,0.142,0.011,0.067,0.240,0.161,0,0,0,1,0,0
0.434,0.266,0.710,0.226,0.183,0.069,0.031,0.008,0.067,0.250,0.228,0,0,0,0,1,0
0.434,0.209,0.500,0.135,0.108,0.250,0.142,0.010,0.130,0.390,0.174,0,0,0,1,0,0
0.302,0.095,0.530,0.097,0.101,0.069,0.042,0.006,0.115,0.400,0.242,0,0,0,0,1,0
0.428,0.320,0.660,0.342,0.124,0.069,0.062,0.009,0.092,0.330,0.329,0,0,0,1,0,0
0.233,0.190,0.380,0.103,0.134,0.319,0.187,0.008,0.142,0.185,0.161,0,0,0,1,0,0
0.233,0.089,0.420,0.071,0.111,0.139,0.073,0.007,0.117,0.235,0.067,0,0,0,1,0,0
0.572,0.187,0.680,0.129,0.119,0.222,0.128,0.011,0.080,0.235,0.107,0,0,0,1,0,0
0.233,0.089,0.420,0.071,0.111,0.139,0.073,0.007,0.117,0.235,0.067,0,0,0,1,0,0
0.233,0.089,0.420,0.071,0.111,0.139,0.073,0.007,0.117,0.235,0.067,0,0,0,1,0,0
0.195,0.247,0.280,0.077,0.123,0.306,0.166,0.008,0.170,0.205,0.054,0,0,1,0,0,0
0.176,0.323,0.070,0.097,0.128,0.139,0.107,0.008,0.172,0.215,0.087,0,0,0,1,0,0
0.201,0.266,0.260,0.071,0.124,0.306,0.145,0.008,0.167,0.205,0.054,0,0,0,1,0,0
0.233,0.342,0.150,0.065,0.110,0.222,0.125,0.007,0.142,0.105,0.081,0,0,0,1,0,0
0.201,0.215,0.260,0.065,0.124,0.306,0.163,0.008,0.172,0.205,0.054,0,0,0,1,0,0
0.314,0.165,0.310,0.103,0.137,0.208,0.149,0.008,0.112,0.185,0.107,0,0,0,0,1,0
0.063,0.462,0.050,0.032,0.054,0.153,0.284,0.002,0.204,0.245,0.302,0,0,0,0,0,1
0.572,0.187,0.680,0.129,0.119,0.222,0.128,0.011,0.080,0.235,0.107,0,0,0,1,0,0
0.308,0.158,0.520,0.071,0.115,0.069,0.069,0.008,0.110,0.090,0.074,0,0,1,0,0,0
0.239,0.345,0.610,0.071,0.164,0.167,0.308,0.007,0.105,0.105,0.047,0,0,1,0,0,0
0.509,0.304,0.650,0.090,0.083,0.069,0.066,0.010,0.072,0.120,0.101,0,0,1,0,0,0
0.465,0.158,0.760,0.213,0.088,0.083,0.111,0.010,0.120,0.135,0.309,0,0,0,0,1,0
0.126,0.389,0.020,0.452,0.180,0.931,0.408,0.009,0.182,0.100,0.101,0,0,1,0,0,0
0.434,0.297,0.590,0.110,0.123,0.167,0.149,0.009,0.110,0.160,0.174,0,0,0,1,0,0
0.434,0.297,0.590,0.110,0.123,0.167,0.149,0.009,0.110,0.160,0.174,0,0,0,1,0,0
0.258,0.408,0.220,0.090,0.085,0.111,0.125,0.006,0.090,0.110,0.067,0,0,1,0,0,0
0.126,0.389,0.020,0.452,0.180,0.931,0.408,0.009,0.182,0.100,0.101,0,0,1,0,0,0
0.195,0.089,0.300,0.052,0.077,0.264,0.111,0.005,0.137,0.070,0.161,0,0,0,1,0,0
0.478,0.228,0.540,0.110,0.119,0.250,0.201,0.010,0.090,0.140,0.141,0,0,0,1,0,0
0.428,0.304,0.490,0.116,0.119,0.125,0.121,0.009,0.102,0.150,0.141,0,0,0,1,0,0
0.195,0.361,0.050,0.116,0.103,0.194,0.073,0.007,0.130,0.140,0.047,0,0,1,0,0,0
0.258,0.120,0.460,0.032,0.077,0.139,0.066,0.007,0.155,0.215,0.114,0,0,0,1,0,0
0.327,0.203,0.470,0.103,0.083,0.111,0.076,0.008,0.125,0.160,0.161,0,0,0,1,0,0
0.465,0.171,0.660,0.135,0.133,0.153,0.083,0.009,0.110,0.150,0.161,0,0,0,0,1,0
0.365,0.139,0.580,0.181,0.265,0.069,0.035,0.007,0.112,0.185,0.195,0,0,0,1,0,0
0.497,0.215,0.490,0.232,0.095,0.347,0.149,0.008,0.077,0.120,0.081,0,1,0,0,0,0
0.277,0.196,0.340,0.103,0.111,0.347,0.277,0.009,0.160,0.145,0.074,0,0,0,1,0,0
0.283,0.209,0.350,0.097,0.111,0.306,0.249,0.009,0.160,0.145,0.074,0,0,1,0,0,0
0.157,0.389,0.160,0.065,0.144,0.194,0.246,0.007,0.132,0.155,0.060,0,0,1,0,0,0
0.333,0.177,0.530,0.374,0.139,0.069,0.045,0.008,0.132,0.245,0.221,0,0,0,0,1,0
0.264,0.253,0.340,0.116,0.123,0.319,0.401,0.008,0.130,0.140,0.074,0,0,1,0,0,0
0.252,0.383,0.240,0.368,0.172,0.417,0.443,0.011,0.145,0.370,0.060,0,0,1,0,0,0
0.377,0.228,0.640,0.084,0.162,0.069,0.048,0.007,0.130,0.165,0.221,0,0,0,1,0,0
0.151,0.291,0.120,0.065,0.129,0.458,0.408,0.006,0.175,0.075,0.141,0,0,1,0,0,0
0.459,0.165,0.510,0.071,0.178,0.083,0.048,0.009,0.125,0.215,0.134,0,0,0,1,0,0
0.138,0.411,0.000,0.058,0.088,0.458,0.159,0.008,0.219,0.175,0.101,0,0,1,0,0,0
0.308,0.278,0.330,0.097,0.126,0.472,0.211,0.007,0.135,0.200,0.228,0,0,0,0,1,0
0.126,0.456,0.030,0.090,0.077,0.431,0.145,0.005,0.195,0.115,0.262,0,0,0,0,1,0
0.195,0.532,0.200,0.071,0.057,0.194,0.187,0.005,0.155,0.055,0.168,0,0,1,0,0,0
0.371,0.076,0.470,0.077,0.088,0.069,0.062,0.008,0.102,0.285,0.174,0,0,0,0,1,0
0.195,0.532,0.200,0.071,0.057,0.194,0.187,0.005,0.155,0.055,0.168,0,0,1,0,0,0
0.126,0.456,0.030,0.090,0.077,0.431,0.145,0.005,0.195,0.115,0.262,0,0,0,0,1,0
0.113,0.348,0.080,0.077,0.054,0.250,0.145,0.005,0.187,0.080,0.201,0,0,0,1,0,0
0.308,0.418,0.220,0.065,0.106,0.069,0.090,0.009,0.130,0.115,0.148,0,0,0,1,0,0
0.283,0.253,0.330,0.026,0.095,0.111,0.083,0.008,0.125,0.135,0.060,0,0,1,0,0,0
0.516,0.456,0.630,0.097,0.124,0.167,0.100,0.010,0.090,0.135,0.134,0,0,0,1,0,0
0.371,0.076,0.470,0.077,0.088,0.069,0.062,0.008,0.102,0.285,0.174,0,0,0,0,1,0
0.201,0.272,0.350,0.084,0.101,0.278,0.208,0.007,0.127,0.115,0.054,0,0,1,0,0,0
0.459,0.158,0.690,0.090,0.108,0.153,0.062,0.006,0.065,0.160,0.295,0,0,0,1,0,0
0.484,0.171,0.630,0.090,0.129,0.069,0.042,0.010,0.105,0.080,0.074,0,0,1,0,0,0
0.365,0.184,0.550,0.148,0.105,0.292,0.166,0.009,0.102,0.280,0.101,0,0,0,1,0,0
0.484,0.171,0.630,0.090,0.129,0.069,0.042,0.010,0.105,0.080,0.074,0,0,1,0,0,0
0.214,0.348,0.300,0.071,0.079,0.514,0.194,0.006,0.130,0.115,0.121,0,0,0,1,0,0
0.409,0.209,0.730,0.148,0.088,0.069,0.055,0.008,0.107,0.165,0.188,0,0,0,1,0,0
0.365,0.184,0.550,0.148,0.105,0.292,0.166,0.009,0.102,0.280,0.101,0,0,0,1,0,0
0.151,0.316,0.180,0.039,0.082,0.083,0.152,0.005,0.085,0.135,0.060,0,0,1,0,0,0
0.503,0.120,0.720,0.084,0.098,0.069,0.080,0.009,0.035,0.245,0.094,0,0,0,0,0,1
0.459,0.177,0.650,0.081,0.092,0.083,0.073,0.009,0.080,0.175,0.195,0,0,0,1,0,0
0.692,0.358,0.760,0.181,0.144,0.069,0.128,0.013,0.052,0.175,0.188,0,0,0,0,1,0
0.340,0.203,0.490,0.116,0.106,0.139,0.045,0.006,0.122,0.150,0.215,0,0,0,0,1,0
0.044,0.285,0.010,0.052,0.069,0.056,0.073,0.003,0.207,0.255,0.275,0,0,0,0,1,0
0.308,0.389,0.100,0.077,0.110,0.069,0.087,0.008,0.122,0.115,0.114,0,0,0,1,0,0
0.497,0.165,0.600,0.110,0.113,0.417,0.228,0.009,0.090,0.200,0.141,0,0,1,0,0,0
0.296,0.228,0.290,0.077,0.188,0.069,0.035,0.007,0.120,0.195,0.188,0,0,1,0,0,0
0.252,0.259,0.220,0.071,0.144,0.083,0.073,0.007,0.115,0.115,0.121,0,0,0,1,0,0
0.459,0.171,0.690,0.123,0.136,0.222,0.100,0.009,0.090,0.140,0.161,0,0,0,1,0,0
0.459,0.171,0.690,0.123,0.136,0.222,0.100,0.009,0.090,0.140,0.161,0,0,0,1,0,0
0.239,0.158,0.530,0.058,0.656,0.111,0.069,0.008,0.080,0.365,0.047,0,0,0,1,0,0
0.138,0.278,0.030,0.052,0.118,0.236,0.100,0.007,0.175,0.150,0.107,0,0,0,1,0,0
0.365,0.133,0.630,0.123,0.118,0.056,0.055,0.010,0.130,0.205,0.188,0,0,0,0,1,0
0.151,0.070,0.400,0.045,0.083,0.278,0.211,0.005,0.190,0.150,0.181,0,0,1,0,0,0
0.421,0.316,0.670,0.277,0.121,0.069,0.045,0.009,0.120,0.180,0.336,0,0,0,0,0,1
0.270,0.297,0.390,0.090,0.136,0.056,0.055,0.008,0.157,0.125,0.128,0,0,1,0,0,0
0.289,0.323,0.210,0.116,0.139,0.389,0.204,0.009,0.135,0.125,0.081,0,0,1,0,0,0
0.365,0.133,0.630,0.123,0.118,0.056,0.055,0.010,0.130,0.205,0.188,0,0,0,0,1,0
0.440,0.291,0.660,0.084,0.101,0.125,0.142,0.011,0.127,0.120,0.040,1,0,0,0,0,0
0.289,0.196,0.520,0.090,0.116,0.181,0.059,0.008,0.152,0.140,0.195,0,0,0,1,0,0
0.233,0.313,0.220,0.110,0.123,0.069,0.045,0.008,0.130,0.140,0.060,0,0,1,0,0,0
0.403,0.089,0.680,0.106,0.119,0.125,0.066,0.007,0.110,0.140,0.228,0,0,1,0,0,0
0.220,0.342,0.700,0.084,0.141,0.333,0.426,0.007,0.085,0.100,0.040,0,0,1,0,0,0
0.434,0.123,0.540,0.077,0.118,0.056,0.031,0.009,0.060,0.185,0.054,0,0,0,1,0,0
0.340,0.108,0.400,0.129,0.141,0.125,0.069,0.010,0.185,0.290,0.087,0,0,1,0,0,0
0.358,0.241,0.420,0.071,0.093,0.278,0.156,0.008,0.105,0.195,0.208,0,0,0,1,0,0
0.264,0.215,0.450,0.110,0.087,0.083,0.042,0.005,0.145,0.230,0.376,0,0,0,1,0,0
0.428,0.152,0.690,0.077,0.128,0.069,0.052,0.010,0.107,0.145,0.054,0,0,0,1,0,0
0.258,0.443,0.020,0.019,0.095,0.486,0.145,0.005,0.115,0.125,0.094,0,0,1,0,0,0
0.528,0.127,0.650,0.110,0.133,0.194,0.142,0.009,0.077,0.140,0.148,0,0,1,0,0,0
0.314,0.266,0.420,0.097,0.113,0.333,0.159,0.007,0.115,0.190,0.201,0,0,0,1,0,0
0.497,0.158,0.550,0.110,0.116,0.333,0.215,0.009,0.102,0.245,0.134,0,0,0,1,0,0
0.333,0.146,0.550,0.077,0.082,0.056,0.028,0.007,0.130,0.230,0.148,0,0,1,0,0,0
0.371,0.101,0.510,0.052,0.111,0.125,0.062,0.008,0.115,0.280,0.067,0,0,0,1,0,0
0.314,0.354,0.240,0.084,0.123,0.056,0.076,0.009,0.100,0.135,0.121,0,0,1,0,0,0
0.296,0.095,0.410,0.071,0.129,0.069,0.035,0.008,0.135,0.185,0.087,0,0,1,0,0,0
0.365,0.076,0.490,0.058,0.103,0.069,0.048,0.008,0.110,0.365,0.174,0,0,0,1,0,0
0.314,0.354,0.240,0.084,0.123,0.056,0.076,0.009,0.100,0.135,0.121,0,0,1,0,0,0
0.302,0.358,0.110,0.116,0.106,0.069,0.087,0.008,0.112,0.185,0.114,0,0,0,1,0,0
0.377,0.101,0.390,0.942,0.093,0.069,0.059,0.012,0.095,0.165,0.054,0,0,1,0,0,0
0.302,0.114,0.560,0.123,0.111,0.069,0.038,0.006,0.102,0.295,0.221,0,0,0,0,0,1
0.377,0.152,0.590,0.084,0.229,0.069,0.042,0.008,0.075,0.360,0.067,0,0,1,0,0,0
0.377,0.152,0.600,0.084,0.229,0.083,0.042,0.008,0.075,0.365,0.067,0,0,1,0,0,0
0.377,0.203,0.680,0.206,0.167,0.069,0.062,0.007,0.080,0.165,0.336,0,0,0,1,0,0
0.352,0.348,0.390,0.065,0.069,0.069,0.038,0.008,0.107,0.070,0.107,0,0,1,0,0,0
0.352,0.348,0.390,0.065,0.069,0.069,0.038,0.008,0.107,0.070,0.107,0,0,1,0,0,0
0.352,0.332,0.360,0.058,0.067,0.056,0.028,0.008,0.107,0.045,0.107,0,0,0,1,0,0
0.440,0.127,0.550,0.123,0.113,0.472,0.211,0.010,0.145,0.295,0.161,0,0,0,0,1,0
0.296,0.171,0.400,0.110,0.100,0.125,0.069,0.008,0.150,0.210,0.121,0,0,0,1,0,0
0.296,0.415,0.270,0.123,0.108,0.319,0.173,0.008,0.142,0.170,0.148,0,0,0,1,0,0
0.289,0.184,0.500,0.103,0.070,0.153,0.066,0.005,0.150,0.230,0.329,0,0,0,0,1,0
0.270,0.177,0.510,0.110,0.065,0.167,0.073,0.005,0.145,0.285,0.336,0,0,0,0,1,0
0.258,0.361,0.310,0.135,0.121,0.306,0.260,0.010,0.185,0.205,0.215,0,0,0,1,0,0
